DateCodePK,Date_YYYYMMDD,Year,Month,Season
861,20180904,2018,201809,Autumn
862,20161011,2016,201610,Autumn
863,20200501,2020,202005,Spring
864,20240829,2024,202408,Summer
865,20160719,2016,201607,Summer
866,20181127,2018,201811,Autumn
867,20170728,2017,201707,Summer
868,20230220,2023,202302,Winter
869,20200425,2020,202004,Spring
870,20190726,2019,201907,Summer
871,20191127,2019,201911,Autumn
872,20201208,2020,202012,Winter
873,20250214,2025,202502,Winter
874,20240911,2024,202409,Autumn
875,20201016,2020,202010,Autumn
876,20200520,2020,202005,Spring
877,20210423,2021,202104,Spring
878,20210916,2021,202109,Autumn
879,20220121,2022,202201,Winter
880,20211029,2021,202110,Autumn
881,20200429,2020,202004,Spring
882,20240830,2024,202408,Summer
883,20241205,2024,202412,Winter
884,20210625,2021,202106,Summer
885,20240129,2024,202401,Winter
886,20230607,2023,202306,Summer
887,20230517,2023,202305,Spring
888,20240328,2024,202403,Spring
889,20240119,2024,202401,Winter
890,20230202,2023,202302,Winter
891,20250107,2025,202501,Winter
892,20240208,2024,202402,Winter
893,20230630,2023,202306,Summer
894,20240322,2024,202403,Spring
895,20250605,2025,202506,Summer
896,20210608,2021,202106,Summer
897,20240615,2024,202406,Summer
898,20240402,2024,202404,Spring
899,20230324,2023,202303,Spring
900,20240618,2024,202406,Summer
901,20210210,2021,202102,Winter
902,20250611,2025,202506,Summer
903,20220423,2022,202204,Spring
904,20210524,2021,202105,Spring
905,20220225,2022,202202,Winter
906,20250701,2025,202507,Summer
907,20090323,2009,200903,Spring
908,20180119,2018,201801,Winter
909,20160909,2016,201609,Autumn
910,20201120,2020,202011,Autumn
911,20160901,2016,201609,Autumn
912,20201028,2020,202010,Autumn
913,20151020,2015,201510,Autumn
914,20151123,2015,201511,Autumn
915,20150317,2015,201503,Spring
916,20150203,2015,201502,Winter
917,20150609,2015,201506,Summer
918,20160120,2016,201601,Winter
919,20150611,2015,201506,Summer
920,20210212,2021,202102,Winter
921,20150303,2015,201503,Spring
922,20190312,2019,201903,Spring
923,20141120,2014,201411,Autumn
924,20181207,2018,201812,Winter
925,20111204,2011,201112,Winter
926,20160110,2016,201601,Winter
927,20150410,2015,201504,Spring
928,20141223,2014,201412,Winter
929,20130915,2013,201309,Autumn
930,20160410,2016,201604,Spring
931,20201218,2020,202012,Winter
932,20140410,2014,201404,Spring
933,20110817,2011,201108,Summer
934,20070410,2007,200704,Spring
935,20221020,2022,202210,Autumn
936,20130410,2013,201304,Spring
937,20080410,2008,200804,Spring
938,20090406,2009,200904,Spring
939,20140520,2014,201405,Spring
940,20120125,2012,201201,Winter
941,20140527,2014,201405,Spring
942,20131211,2013,201312,Winter
943,20071115,2007,200711,Autumn
944,20180215,2018,201802,Winter
945,20140127,2014,201401,Winter
946,20120411,2012,201204,Spring
947,20101225,2010,201012,Winter
948,20200218,2020,202002,Winter
949,20100201,2010,201002,Winter
950,20200424,2020,202004,Spring
951,20131213,2013,201312,Winter
952,20120305,2012,201203,Spring
953,20210303,2021,202103,Spring
954,20121216,2012,201212,Winter
955,20100423,2010,201004,Spring
956,20210319,2021,202103,Spring
957,20210318,2021,202103,Spring
958,20100712,2010,201007,Summer
959,20170718,2017,201707,Summer
960,20080101,2008,200801,Winter
961,20060501,2006,200605,Spring
962,20070218,2007,200702,Winter
963,20120823,2012,201208,Summer
964,20150923,2015,201509,Autumn
965,20060524,2006,200605,Spring
966,20090401,2009,200904,Spring
967,20071015,2007,200710,Autumn
968,20051029,2005,200510,Autumn
969,20080108,2008,200801,Winter
970,20131130,2013,201311,Autumn
971,20070211,2007,200702,Winter
972,20071117,2007,200711,Autumn
973,20131201,2013,201312,Winter
974,20070118,2007,200701,Winter
975,20020328,2002,200203,Spring
976,19940225,1994,199402,Winter
977,19930225,1993,199302,Winter
978,20020402,2002,200204,Spring
979,20020322,2002,200203,Spring
980,19960514,1996,199605,Spring
981,20031114,2003,200311,Autumn
982,20020329,2002,200203,Spring
983,19980420,1998,199804,Spring
984,19970514,1997,199705,Spring
985,19920712,1992,199207,Summer
986,19980507,1998,199805,Spring
987,20240805,2024,202408,Summer
988,19980514,1998,199805,Spring
989,19931220,1993,199312,Winter
990,19991217,1999,199912,Winter
991,19991203,1999,199912,Winter
992,19930101,1993,199301,Winter
993,20001207,2000,200012,Winter
994,19971117,1997,199711,Autumn
995,20041112,2004,200411,Autumn
996,20231208,2023,202312,Winter
997,20230428,2023,202304,Spring
998,19961026,1996,199610,Autumn
999,19930510,1993,199305,Spring
1000,20030101,2003,200301,Winter
1001,19931225,1993,199312,Winter
1002,20001117,2000,200011,Autumn
1003,19940101,1994,199401,Winter
1004,20031107,2003,200311,Autumn
1005,19961112,1996,199611,Autumn
1006,19960101,1996,199601,Winter
1007,19980423,1998,199804,Spring
1008,20060601,2006,200606,Summer
1009,20010406,2001,200104,Spring
1010,20090522,2009,200905,Spring
1011,19960314,1996,199603,Spring
1012,20060620,2006,200606,Summer
1013,20030523,2003,200305,Spring
1014,20150605,2015,201506,Summer
1015,20130618,2013,201306,Summer
1016,20130524,2013,201305,Spring
1017,20130111,2013,201301,Winter
1018,20090619,2009,200906,Summer
1019,20010511,2001,200105,Spring
1020,20040307,2004,200403,Spring
1021,20070601,2007,200706,Summer
1022,20031003,2003,200310,Autumn
1023,20060609,2006,200606,Summer
1024,20210302,2021,202103,Spring
1025,20090618,2009,200906,Summer
1026,19970202,1997,199702,Winter
1027,,,,Summer
1028,19970601,1997,199706,Summer
1029,19920201,1992,199202,Winter
1030,20140220,2014,201402,Winter
1031,20031023,2003,200310,Autumn
1032,,,,Autumn
1033,20080225,2008,200802,Winter
1034,20031024,2003,200310,Autumn
1035,,,,Autumn
1036,20080229,2008,200802,Winter
1037,19940307,1994,199403,Spring
1038,20200607,2020,202006,Summer
1039,20110912,2011,201109,Autumn
1040,20180302,2018,201803,Spring
1041,20160104,2016,201601,Winter
1042,20160502,2016,201605,Spring
1043,20200605,2020,202006,Summer
1044,20160630,2016,201606,Summer
1045,20160125,2016,201601,Winter
1046,20170113,2017,201701,Winter
1047,20200612,2020,202006,Summer
1048,20221206,2022,202212,Winter
1049,20180202,2018,201802,Winter
1050,20160519,2016,201605,Spring
1051,20230530,2023,202305,Spring
1052,20200102,2020,202001,Winter
1053,20151015,2015,201510,Autumn
1054,20240524,2024,202405,Spring
1055,20180307,2018,201803,Spring
1056,20160103,2016,201601,Winter
1057,20210504,2021,202105,Spring
1058,20131202,2013,201312,Winter
1059,20231128,2023,202311,Autumn
1060,20150806,2015,201508,Summer
1061,20131026,2013,201310,Autumn
1062,20160309,2016,201603,Spring
1063,20130310,2013,201303,Spring
1064,20101018,2010,201010,Autumn
1065,20181202,2018,201812,Winter
1066,20130701,2013,201307,Summer
1067,20190706,2019,201907,Summer
1068,20220824,2022,202208,Summer
1069,20191020,2019,201910,Autumn
1070,20250119,2025,202501,Winter
1071,20170915,2017,201709,Autumn
1072,20210507,2021,202105,Spring
1073,20210331,2021,202103,Spring
1074,20030613,2003,200306,Summer
1075,20080411,2008,200804,Spring
1076,20060224,2006,200602,Winter
1077,20110301,2011,201103,Spring
1078,20140304,2014,201403,Spring
1079,20030522,2003,200305,Spring
1080,20060324,2006,200603,Spring
1081,20140321,2014,201403,Spring
1082,20000526,2000,200005,Spring
1083,20030516,2003,200305,Spring
1084,20121025,2012,201210,Autumn
1085,19980331,1998,199803,Spring
1086,19980509,1998,199805,Spring
1087,19980202,1998,199802,Winter
1088,,,,Autumn
1089,19980603,1998,199806,Summer
1090,19980915,1998,199809,Autumn
1091,19980409,1998,199804,Spring
1092,20031016,2003,200310,Autumn
1093,19980105,1998,199801,Winter
1094,19980901,1998,199809,Autumn
1095,19980314,1998,199803,Spring
1096,19980615,1998,199806,Summer
1097,19980411,1998,199804,Spring
1098,19980516,1998,199805,Spring
1099,19981025,1998,199810,Autumn
1100,19990803,1999,199908,Summer
1101,20150310,2015,201503,Spring
1102,20051028,2005,200510,Autumn
1103,20000401,2000,200004,Spring
1104,20091022,2009,200910,Autumn
1105,20240919,2024,202409,Autumn
1106,20211126,2021,202111,Autumn
1107,20240315,2024,202403,Spring
1108,20241210,2024,202412,Winter
1109,20211020,2021,202110,Autumn
1110,20240522,2024,202405,Spring
1111,20191024,2019,201910,Autumn
1112,20210903,2021,202109,Autumn
1113,19980701,1998,199807,Summer
1114,20040927,2004,200409,Autumn
1115,20020927,2002,200209,Autumn
1116,20170321,2017,201703,Spring
1117,20130610,2013,201306,Summer
1118,20101130,2010,201011,Autumn
1119,20041119,2004,200411,Autumn
1120,20111218,2011,201112,Winter
1121,19960801,1996,199608,Summer
1122,20161215,2016,201612,Winter
1123,20071113,2007,200711,Autumn
1124,20120214,2012,201202,Winter
1125,19980801,1998,199808,Summer
1126,20050901,2005,200509,Autumn
1127,20091104,2009,200911,Autumn
1128,20041025,2004,200410,Autumn
1129,19920522,1992,199205,Spring
1130,20170901,2017,201709,Autumn
1131,20150701,2015,201507,Summer
1132,20181206,2018,201812,Winter
1133,20061025,2006,200610,Autumn
1134,20111220,2011,201112,Winter
1135,20130611,2013,201306,Summer
1136,20111211,2011,201112,Winter
1137,19921101,1992,199211,Autumn
1138,20120216,2012,201202,Winter
1139,20060927,2006,200609,Autumn
1140,19980612,1998,199806,Summer
1141,20160629,2016,201606,Summer
1142,20111101,2011,201111,Autumn
1143,,,,Autumn
1144,19920605,1992,199206,Summer
1145,20041220,2004,200412,Winter
1146,20040709,2004,200407,Summer
1147,19921002,1992,199210,Autumn
1148,20061006,2006,200610,Autumn
1149,20040529,2004,200405,Spring
1150,20040530,2004,200405,Spring
1151,20061101,2006,200611,Autumn
1152,20101101,2010,201011,Autumn
1153,20101109,2010,201011,Autumn
1154,19920101,1992,199201,Winter
1155,20081025,2008,200810,Autumn
1156,19921120,1992,199211,Autumn
1157,20061112,2006,200611,Autumn
1158,20061109,2006,200611,Autumn
1159,19920113,1992,199201,Winter
1160,20060610,2006,200606,Summer
1161,20041120,2004,200411,Autumn
1162,20081112,2008,200811,Autumn
1163,20040317,2004,200403,Spring
1164,19930901,1993,199309,Autumn
1165,20071006,2007,200710,Autumn
1166,20061030,2006,200610,Autumn
1167,20091101,2009,200911,Autumn
1168,19930419,1993,199304,Spring
1169,19930214,1993,199302,Winter
1170,20161014,2016,201610,Autumn
1171,20160510,2016,201605,Spring
1172,20160229,2016,201602,Winter
1173,20170512,2017,201705,Spring
1174,20180126,2018,201801,Winter
1175,20170203,2017,201702,Winter
1176,20151215,2015,201512,Winter
1177,20151012,2015,201510,Autumn
1178,20200220,2020,202002,Winter
1179,20140409,2014,201404,Spring
1180,20160126,2016,201601,Winter
1181,20150209,2015,201502,Winter
1182,20150713,2015,201507,Summer
1183,20210622,2021,202106,Summer
1184,20201113,2020,202011,Autumn
1185,20171124,2017,201711,Autumn
1186,20190415,2019,201904,Spring
1187,20220415,2022,202204,Spring
1188,20151112,2015,201511,Autumn
1189,20220517,2022,202205,Spring
1190,20170118,2017,201701,Winter
1191,20151219,2015,201512,Winter
1192,20170131,2017,201701,Winter
1193,20160727,2016,201607,Summer
1194,20140331,2014,201403,Spring
1195,20190318,2019,201903,Spring
1196,20130520,2013,201305,Spring
1197,20130601,2013,201306,Summer
1198,20200316,2020,202003,Spring
1199,20121031,2012,201210,Autumn
1200,20130801,2013,201308,Summer
1201,20180901,2018,201809,Autumn
1202,20160525,2016,201605,Spring
1203,20150612,2015,201506,Summer
1204,20200917,2020,202009,Autumn
1205,20180803,2018,201808,Summer
1206,20191018,2019,201910,Autumn
1207,20140902,2014,201409,Autumn
1208,20190201,2019,201902,Winter
1209,20190125,2019,201901,Winter
1210,20190107,2019,201901,Winter
1211,20121113,2012,201211,Autumn
1212,20211024,2021,202110,Autumn
1213,20191001,2019,201910,Autumn
1214,20210305,2021,202103,Spring
1215,20121228,2012,201212,Winter
1216,20120521,2012,201205,Spring
1217,20190121,2019,201901,Winter
1218,20090607,2009,200906,Summer
1219,20140701,2014,201407,Summer
1220,20100522,2010,201005,Spring
1221,20151001,2015,201510,Autumn
1222,20080412,2008,200804,Spring
1223,20080322,2008,200803,Spring
1224,20120523,2012,201205,Spring
1225,20151010,2015,201510,Autumn
1226,20100607,2010,201006,Summer
1227,20131124,2013,201311,Autumn
1228,20191008,2019,201910,Autumn
1229,20220321,2022,202203,Spring
1230,20201215,2020,202012,Winter
1231,20090126,2009,200901,Winter
1232,20100520,2010,201005,Spring
1233,20220404,2022,202204,Spring
1234,20200317,2020,202003,Spring
1235,20160721,2016,201607,Summer
1236,20181214,2018,201812,Winter
1237,20190617,2019,201906,Summer
1238,20200228,2020,202002,Winter
1239,20180913,2018,201809,Autumn
1240,20190528,2019,201905,Spring
1241,20220718,2022,202207,Summer
1242,20180919,2018,201809,Autumn
1243,20190401,2019,201904,Spring
1244,20190810,2019,201908,Summer
1245,20200105,2020,202001,Winter
1246,20171008,2017,201710,Autumn
1247,20210406,2021,202104,Spring
1248,20160829,2016,201608,Summer
1249,20180118,2018,201801,Winter
1250,20140403,2014,201404,Spring
1251,20081031,2008,200810,Autumn
1252,20180103,2018,201801,Winter
1253,20171213,2017,201712,Winter
1254,20140307,2014,201403,Spring
1255,20070629,2007,200706,Summer
1256,20170419,2017,201704,Spring
1257,20190109,2019,201901,Winter
1258,20181106,2018,201811,Autumn
1259,20140519,2014,201405,Spring
1260,20140424,2014,201404,Spring
1261,20181114,2018,201811,Autumn
1262,20160620,2016,201606,Summer
1263,20190730,2019,201907,Summer
1264,20170109,2017,201701,Winter
1265,20170403,2017,201704,Spring
1266,20190709,2019,201907,Summer
1267,20180424,2018,201804,Spring
1268,20130319,2013,201303,Spring
1269,20170424,2017,201704,Spring
1270,20150911,2015,201509,Autumn
1271,20150918,2015,201509,Autumn
1272,20160627,2016,201606,Summer
1273,20161010,2016,201610,Autumn
1274,20200214,2020,202002,Winter
1275,20170126,2017,201701,Winter
1276,20200324,2020,202003,Spring
1277,20170102,2017,201701,Winter
1278,20160704,2016,201607,Summer
1279,20210312,2021,202103,Spring
1280,20160922,2016,201609,Autumn
1281,20210111,2021,202101,Winter
1282,20160516,2016,201605,Spring
1283,20130315,2013,201303,Spring
1284,20160919,2016,201609,Autumn
1285,20190823,2019,201908,Summer
1286,20040511,2004,200405,Spring
1287,20190625,2019,201906,Summer
1288,20201204,2020,202012,Winter
1289,20160330,2016,201603,Spring
1290,20210223,2021,202102,Winter
1291,20210729,2021,202107,Summer
1292,20100903,2010,201009,Autumn
1293,20160801,2016,201608,Summer
1294,20060130,2006,200601,Winter
1295,20040311,2004,200403,Spring
1296,20161227,2016,201612,Winter
1297,20161017,2016,201610,Autumn
1298,20201115,2020,202011,Autumn
1299,20210730,2021,202107,Summer
1300,20110524,2011,201105,Spring
1301,20210630,2021,202106,Summer
1302,20100511,2010,201005,Spring
1303,20100518,2010,201005,Spring
1304,20140417,2014,201404,Spring
1305,20091215,2009,200912,Winter
1306,20080228,2008,200802,Winter
1307,20091004,2009,200910,Autumn
1308,20210503,2021,202105,Spring
1309,20070602,2007,200706,Summer
1310,20150316,2015,201503,Spring
1311,20080403,2008,200804,Spring
1312,20250321,2025,202503,Spring
1313,20240109,2024,202401,Winter
1314,20120112,2012,201201,Winter
1315,20210712,2021,202107,Summer
1316,20151016,2015,201510,Autumn
1317,20140508,2014,201405,Spring
1318,20090712,2009,200907,Summer
1319,20090715,2009,200907,Summer
1320,20120131,2012,201201,Winter
1321,20111128,2011,201111,Autumn
1322,20101213,2010,201012,Winter
1323,20200301,2020,202003,Spring
1324,20190903,2019,201909,Autumn
1325,20230825,2023,202308,Summer
1326,20200618,2020,202006,Summer
1327,20171201,2017,201712,Winter
1328,20191126,2019,201911,Autumn
1329,20210120,2021,202101,Winter
1330,20180220,2018,201802,Winter
1331,20180417,2018,201804,Spring
1332,20190507,2019,201905,Spring
1333,20190826,2019,201908,Summer
1334,20170103,2017,201701,Winter
1335,20180611,2018,201806,Summer
1336,20190801,2019,201908,Summer
1337,20180206,2018,201802,Winter
1338,20230915,2023,202309,Autumn
1339,20190718,2019,201907,Summer
1340,20200203,2020,202002,Winter
1341,20200210,2020,202002,Winter
1342,20170119,2017,201701,Winter
1343,20220129,2022,202201,Winter
1344,20210824,2021,202108,Summer
1345,20200219,2020,202002,Winter
1346,20230704,2023,202307,Summer
1347,20231022,2023,202310,Autumn
1348,20151210,2015,201512,Winter
1349,20161219,2016,201612,Winter
1350,20210429,2021,202104,Spring
1351,20180127,2018,201801,Winter
1352,20230516,2023,202305,Spring
1353,20200321,2020,202003,Spring
1354,20161216,2016,201612,Winter
1355,20230129,2023,202301,Winter
1356,20190827,2019,201908,Summer
1357,20230614,2023,202306,Summer
1358,20151019,2015,201510,Autumn
1359,20131002,2013,201310,Autumn
1360,20150309,2015,201503,Spring
1361,20161025,2016,201610,Autumn
1362,20151209,2015,201512,Winter
1363,20160209,2016,201602,Winter
1364,20240627,2024,202406,Summer
1365,20160231,2016,201602,Winter
1366,20250117,2025,202501,Winter
1367,20250228,2025,202502,Winter
1368,20231114,2023,202311,Autumn
1369,20250116,2025,202501,Winter
1370,20221213,2022,202212,Winter
1371,20180122,2018,201801,Winter
1372,20170731,2017,201707,Summer
1373,20160926,2016,201609,Autumn
1374,20160715,2016,201607,Summer
1375,20160608,2016,201606,Summer
1376,20180621,2018,201806,Summer
1377,20190118,2019,201901,Winter
1378,20220401,2022,202204,Spring
1379,20190618,2019,201906,Summer
1380,20160621,2016,201606,Summer
1381,20250423,2025,202504,Spring
1382,20150202,2015,201502,Winter
1383,20160531,2016,201605,Spring
1384,20150619,2015,201506,Summer
1385,20200509,2020,202005,Spring
1386,20250326,2025,202503,Spring
1387,20131018,2013,201310,Autumn
1388,20130920,2013,201309,Autumn
1389,20221021,2022,202210,Autumn
1390,20230510,2023,202305,Spring
1391,20231212,2023,202312,Winter
1392,20100913,2010,201009,Autumn
1393,20231007,2023,202310,Autumn
1394,20170615,2017,201706,Summer
1395,20150707,2015,201507,Summer
1396,20130412,2013,201304,Spring
1397,20200625,2020,202006,Summer
1398,20190531,2019,201905,Spring
1399,20181026,2018,201810,Autumn
1400,20121203,2012,201212,Winter
1401,20170217,2017,201702,Winter
1402,20150608,2015,201506,Summer
1403,20110923,2011,201109,Autumn
1404,20160428,2016,201604,Spring
1405,20130312,2013,201303,Spring
1406,20120531,2012,201205,Spring
1407,20081016,2008,200810,Autumn
1408,20120923,2012,201209,Autumn
1409,20100130,2010,201001,Winter
1410,20080420,2008,200804,Spring
1411,20241206,2024,202412,Winter
1412,20201110,2020,202011,Autumn
1413,20120615,2012,201206,Summer
1414,20100602,2010,201006,Summer
1415,20220201,2022,202202,Winter
1416,20080613,2008,200806,Summer
1417,20130717,2013,201307,Summer
1418,20141212,2014,201412,Winter
1419,20170127,2017,201701,Winter
1420,20130430,2013,201304,Spring
1421,20101008,2010,201010,Autumn
1422,20150123,2015,201501,Winter
1423,20220205,2022,202202,Winter
1424,20060401,2006,200604,Spring
1425,20141202,2014,201412,Winter
1426,20240202,2024,202402,Winter
1427,20200512,2020,202005,Spring
1428,20240201,2024,202402,Winter
1429,20060426,2006,200604,Spring
1430,20200609,2020,202006,Summer
1431,20130228,2013,201302,Winter
1432,20220615,2022,202206,Summer
1433,20111008,2011,201110,Autumn
1434,20130416,2013,201304,Spring
1435,20110401,2011,201104,Spring
1436,20130326,2013,201303,Spring
1437,20220303,2022,202203,Spring
1438,20141118,2014,201411,Autumn
1439,20121017,2012,201210,Autumn
1440,20170524,2017,201705,Spring
1441,20110319,2011,201103,Spring
1442,20140526,2014,201405,Spring
1443,20110129,2011,201101,Winter
1444,20110920,2011,201109,Autumn
1445,20110922,2011,201109,Autumn
1446,20101025,2010,201010,Autumn
1447,20120309,2012,201203,Spring
1448,20180419,2018,201804,Spring
1449,20230913,2023,202309,Autumn
1450,20230106,2023,202301,Winter
1451,20190322,2019,201903,Spring
1452,20180730,2018,201807,Summer
1453,20210520,2021,202105,Spring
1454,20191010,2019,201910,Autumn
1455,20221118,2022,202211,Autumn
1456,20180605,2018,201806,Summer
1457,20240210,2024,202402,Winter
1458,20241120,2024,202411,Autumn
1459,20181018,2018,201810,Autumn
1460,20191221,2019,201912,Winter
1461,20240209,2024,202402,Winter
1462,20200715,2020,202007,Summer
1463,20201105,2020,202011,Autumn
1464,19990119,1999,199901,Winter
1465,20160115,2016,201601,Winter
1466,20170406,2017,201704,Spring
1467,20151222,2015,201512,Winter
1468,20181023,2018,201810,Autumn
1469,20150325,2015,201503,Spring
1470,20170605,2017,201706,Summer
1471,20160615,2016,201606,Summer
1472,20200616,2020,202006,Summer
1473,20180104,2018,201801,Winter
1474,20210601,2021,202106,Summer
1475,20171002,2017,201710,Autumn
1476,20170202,2017,201702,Winter
1477,20171224,2017,201712,Winter
1478,20141210,2014,201412,Winter
1479,20180531,2018,201805,Spring
1480,20150304,2015,201503,Spring
1481,20130922,2013,201309,Autumn
1482,20171101,2017,201711,Autumn
1483,20170215,2017,201702,Winter
1484,20170525,2017,201705,Spring
1485,20161021,2016,201610,Autumn
1486,20190613,2019,201906,Summer
1487,20180227,2018,201802,Winter
1488,20170415,2017,201704,Spring
1489,20170122,2017,201701,Winter
1490,20160102,2016,201601,Winter
1491,20180716,2018,201807,Summer
1492,20050926,2005,200509,Autumn
1493,20151014,2015,201510,Autumn
1494,20210701,2021,202107,Summer
1495,20161109,2016,201611,Autumn
1496,20160208,2016,201602,Winter
1497,20170129,2017,201701,Winter
1498,20150603,2015,201506,Summer
1499,20200115,2020,202001,Winter
1500,20250507,2025,202505,Spring
1501,20220826,2022,202208,Summer
1502,20240411,2024,202404,Spring
1503,20171025,2017,201710,Autumn
1504,20121106,2012,201211,Autumn
1505,20181012,2018,201810,Autumn
1506,20180110,2018,201801,Winter
1507,20150618,2015,201506,Summer
1508,20120124,2012,201201,Winter
1509,20140528,2014,201405,Spring
1510,20161006,2016,201610,Autumn
1511,20160606,2016,201606,Summer
1512,20131022,2013,201310,Autumn
1513,20131021,2013,201310,Autumn
1514,20160520,2016,201605,Spring
1515,20131008,2013,201310,Autumn
1516,20101011,2010,201010,Autumn
1517,20131209,2013,201312,Winter
1518,20140610,2014,201406,Summer
1519,20250204,2025,202502,Winter
1520,20091217,2009,200912,Winter
1521,20120630,2012,201206,Summer
1522,20231124,2023,202311,Autumn
1523,20110726,2011,201107,Summer
1524,20200617,2020,202006,Summer
1525,20111231,2011,201112,Winter
1526,20150518,2015,201505,Spring
1527,20101014,2010,201010,Autumn
1528,20111212,2011,201112,Winter
1529,20120106,2012,201201,Winter
1530,20130713,2013,201307,Summer
1531,20130911,2013,201309,Autumn
1532,20210721,2021,202107,Summer
1533,20111205,2011,201112,Winter
1534,20141204,2014,201412,Winter
1535,20200312,2020,202003,Spring
1536,20111121,2011,201111,Autumn
1537,20111129,2011,201111,Autumn
1538,20110402,2011,201104,Spring
1539,20210602,2021,202106,Summer
1540,20090507,2009,200905,Spring
1541,20071129,2007,200711,Autumn
1542,20100516,2010,201005,Spring
1543,20090730,2009,200907,Summer
1544,20131016,2013,201310,Autumn
1545,20220819,2022,202208,Summer
1546,20140301,2014,201403,Spring
1547,20150323,2015,201503,Spring
1548,20140723,2014,201407,Summer
1549,20130812,2013,201308,Summer
1550,20131028,2013,201310,Autumn
1551,20150331,2015,201503,Spring
1552,20180504,2018,201805,Spring
1553,20161118,2016,201611,Autumn
1554,20160506,2016,201605,Spring
1555,20171027,2017,201710,Autumn
1556,20150424,2015,201504,Spring
1557,20170120,2017,201701,Winter
1558,20150220,2015,201502,Winter
1559,20090612,2009,200906,Summer
1560,20060908,2006,200609,Autumn
1561,20190513,2019,201905,Spring
1562,20061001,2006,200610,Autumn
1563,20061013,2006,200610,Autumn
1564,20110826,2011,201108,Summer
1565,20110830,2011,201108,Summer
1566,20090123,2009,200901,Winter
1567,20210827,2021,202108,Summer
1568,20070615,2007,200706,Summer
1569,20081219,2008,200812,Winter
1570,20090122,2009,200901,Winter
1571,20120508,2012,201205,Spring
1572,20230323,2023,202303,Spring
1573,20120520,2012,201205,Spring
1574,20120420,2012,201204,Spring
1575,20081128,2008,200811,Autumn
1576,20140120,2014,201401,Winter
1577,20151204,2015,201512,Winter
1578,20230217,2023,202302,Winter
1579,20210304,2021,202103,Spring
1580,20140624,2014,201406,Summer
1581,20190925,2019,201909,Autumn
1582,20060105,2006,200601,Winter
1583,20240425,2024,202404,Spring
1584,20140506,2014,201405,Spring
1585,20131001,2013,201310,Autumn
1586,20190426,2019,201904,Spring
1587,20180706,2018,201807,Summer
1588,20150430,2015,201504,Spring
1589,20220422,2022,202204,Spring
1590,20111226,2011,201112,Winter
1591,20150207,2015,201502,Winter
1592,20050501,2005,200505,Spring
1593,20250201,2025,202502,Winter
1594,20061220,2006,200612,Winter
1595,20061202,2006,200612,Winter
1596,20250528,2025,202505,Spring
1597,19930612,1993,199306,Summer
1598,20111018,2011,201110,Autumn
1599,20000504,2000,200005,Spring
1600,19960612,1996,199606,Summer
1601,20010612,2001,200106,Summer
1602,19920612,1992,199206,Summer
1603,20120612,2012,201206,Summer
1604,20210525,2021,202105,Spring
1605,20111103,2011,201111,Autumn
1606,20110720,2011,201107,Summer
1607,20160923,2016,201609,Autumn
1608,20140617,2014,201406,Summer
1609,20110812,2011,201108,Summer
1610,20110429,2011,201104,Spring
1611,20070717,2007,200707,Summer
1612,20110613,2011,201106,Summer
1613,20140530,2014,201405,Spring
1614,20181027,2018,201810,Autumn
1615,20101009,2010,201010,Autumn
1616,20100214,2010,201002,Winter
1617,20140616,2014,201406,Summer
1618,20110317,2011,201103,Spring
1619,20080111,2008,200801,Winter
1620,20250618,2025,202506,Summer
1621,19981006,1998,199810,Autumn
1622,20241126,2024,202411,Autumn
1623,20250525,2025,202505,Spring
1624,20250130,2025,202501,Winter
1625,20080331,2008,200803,Spring
1626,20241231,2024,202412,Winter
1627,20130415,2013,201304,Spring
1628,20160826,2016,201608,Summer
1629,20201209,2020,202012,Winter
1630,20200619,2020,202006,Summer
1631,20160921,2016,201609,Autumn
1632,20190405,2019,201904,Spring
1633,20171103,2017,201711,Autumn
1634,20161108,2016,201611,Autumn
1635,20170228,2017,201702,Winter
1636,20160322,2016,201603,Spring
1637,20190327,2019,201903,Spring
1638,20170411,2017,201704,Spring
1639,20180628,2018,201806,Summer
1640,20160624,2016,201606,Summer
1641,20220926,2022,202209,Autumn
1642,20180521,2018,201805,Spring
1643,20160607,2016,201606,Summer
1644,20130527,2013,201305,Spring
1645,20130902,2013,201309,Autumn
1646,20190420,2019,201904,Spring
1647,20131103,2013,201311,Autumn
1648,20130620,2013,201306,Summer
1649,20130602,2013,201306,Summer
1650,20141126,2014,201411,Autumn
1651,20250407,2025,202504,Spring
1652,20210709,2021,202107,Summer
1653,20200514,2020,202005,Spring
1654,20210609,2021,202106,Summer
1655,20230413,2023,202304,Spring
1656,20111013,2011,201110,Autumn
1657,20241101,2024,202411,Autumn
1658,20110514,2011,201105,Spring
1659,20230309,2023,202303,Spring
1660,20191219,2019,201912,Winter
1661,20110714,2011,201107,Summer
1662,20050505,2005,200505,Spring
1663,20051003,2005,200510,Autumn
1664,20050715,2005,200507,Summer
1665,19990315,1999,199903,Spring
1666,19990510,1999,199905,Spring
1667,20030905,2003,200309,Autumn
1668,20091119,2009,200911,Autumn
1669,20171208,2017,201712,Winter
1670,20030901,2003,200309,Autumn
1671,20141128,2014,201411,Autumn
1672,20070330,2007,200703,Spring
1673,20100928,2010,201009,Autumn
1674,20150210,2015,201502,Winter
1675,19990516,1999,199905,Spring
1676,20070119,2007,200701,Winter
1677,20150403,2015,201504,Spring
1678,20220107,2022,202201,Winter
1679,20081130,2008,200811,Autumn
1680,20091113,2009,200911,Autumn
